,business_id,name,address,postal_code,latitude,longitude,stars,review_count,is_open,categories,wifi,parking,creditcard,reserve,groups,attributes.RestaurantsPriceRange2,alcohol,takeout,attire,delivery
3583,zg9p8ZBFmEUCtfcBHNvzvg,City Diner,411 N Magnolia Ave,32801,28.5480493,-81.3765618,3.5,78,0,"Restaurants, Coffee & Tea, Diners, Food, Breakfast & Brunch, American (Traditional)",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,'casual',True
3597,CGM2xjTNp4DsJTE6x7uQvQ,Thunder Falls Terrace,6000 Universal Blvd,32819,28.4696172147,-81.4733092524,3.5,50,1,"Barbeque, Restaurants, Cafes, Chicken Wings",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,'beer_and_wine',True,u'casual',False
3613,9R4uQYuIEj6YgkYxnAYX5w,Regal Eagle Smokehouse,200 Epcot Center Dr,32830,28.367599737,-81.5489840135,4.0,17,1,"Restaurants, Barbeque",,"{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}",,,,,,,,
3625,CcSwOuC87DRw6ncTkmuYKQ,Holy Grain Coffee Shop,"6735 Conroy Rd, Ste 109",32835,28.494093907,-81.4746515117,4.5,131,1,"Sandwiches, Restaurants, Food, Coffee & Tea, Salad, Juice Bars & Smoothies",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,'casual',False
3634,cNMMVL2DljoxWKrVFUl2Jw,KFC,12195 S. Apopka Vineland Rd.,32836,28.3879181,-81.5056776,2.0,7,1,"Chicken Wings, Chicken Shop, Fast Food, Restaurants",,,,,,1.0,,True,,True
3659,MNGeGjU6ptV-eBN8iWdENw,Arepera La Nueva,29 S Semoran Blvd,32807,28.5455799103,-81.3104782104,4.0,112,1,"Breakfast & Brunch, Empanadas, Food, Latin American, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,1.0,'none',True,u'casual',False
3670,oRVLhCe6pVcDfDgS9g3_cA,Ruth's Chris Steak House,7501 W Sand Lake Rd,32819,28.4505202,-81.4839609,4.0,240,1,"Steakhouses, Restaurants, Seafood, Nightlife, Bars, Wine Bars, American (Traditional)",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,True,True,4.0,u'full_bar',True,u'dressy',True
3767,rU_L6h3jZRn2qBkMfoYkjg,Greek Flame Taverna,"7600 Dr Phillips Blvd, Ste 4",32819,28.4514278,-81.4905646,4.0,78,0,"Greek, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',False
3785,b5eA9mluSKUngvkJ4ZCILA,Chimi King Buffet,5731 S Orange Blossom Trl,32839,28.475253,-81.396198,4.5,6,0,"Restaurants, Caribbean, Latin American, Buffets, Dominican",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'full_bar',True,u'casual',False
3849,zyr68M7lzjC8iAk-c_RQdg,Denny's Diner,3957 S Kirkman Rd,32811,28.5028356,-81.4579513,2.0,9,0,"Restaurants, American (New)",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,'none',True,u'casual',True
3866,nGfl3yi7hwjrVso3wzG0wg,NYPD Pizza,2912 Edgewater Dr,32804,28.5776828,-81.3899705,3.0,71,0,"Pizza, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',True
3993,JFzLiI-UPjQWqh72HBFbYw,Shakai Sushi Lounge,43 E Pine St,32801,28.5413689,-81.3781192,4.0,180,1,"Japanese, American (Traditional), Restaurants, Nightlife, Sushi Bars, Bars, Lounges",'no',"{'garage': None, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,'casual',True
4074,NRm317BkaSO8L-10jeCNdA,Pie Five Pizza Co,"11325 University Blvd, Ste 206",32817,28.5982754,-81.2230044,4.0,25,0,"Pizza, Restaurants",'free',,True,False,True,1.0,'beer_and_wine',True,'casual',False
4158,suhuYUxAzeR_VBm0MNycNg,The Ramen,"486 N Orange Ave, Ste 8",32801,28.549255,-81.3793178,4.0,92,0,"Ramen, Japanese, Restaurants",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',True
4167,Ob7B_nWzMj1sFMsd8G2H5w,Tabla,5827 Caravan Ct,32819,28.476785,-81.454861,3.5,112,0,"Indian, Restaurants, Thai, Event Planning & Services, Pakistani, Nightlife, Caterers, Bars, Chinese, Lounges",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',True
4190,jcEEwywzjNJWPv2SSya-Ew,Cafe Italiano Italian Restaurant,565 N Semoran Blvd,32807,28.5512575,-81.310358,2.5,14,0,"Pizza, Restaurants, Italian",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',False
4208,gwDU5cFo_pcmZCP8fezUig,Macondo,1001 W Sand Lake Rd,32809,28.4513979,-81.3917916,2.5,19,0,"Restaurants, Music Venues, Caribbean, Spanish, Arts & Entertainment, Bars, Latin American, Nightlife, Colombian",,None,True,True,True,1.0,,True,'casual',True
4267,BY-mON_811cJlrgjyOK6rg,World of Beer,"7800 Dr Phillips Blvd, Ste 300",32819,28.4505887,-81.4890778,4.0,241,0,"Nightlife, Bars, Food, Gastropubs, Beer, Wine & Spirits, Pubs, Sports Bars, American (Traditional), Restaurants, Local Flavor",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,'casual',False
4288,TdCpU1NkE6aVWAdTzuhZ0g,The Smoothie Room,"25 W Crystal Lake St, Ste 163",32806,28.515438,-81.377629,4.5,106,1,"Vegetarian, Juice Bars & Smoothies, Tea Rooms, Live/Raw Food, Food, Restaurants, Vegan, Acai Bowls",u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,'none',True,u'casual',False
4373,_OQFFggmR0P33DnmHHNTDg,Trattoria del Porto,5601 Universal Blvd,32819,28.4807480429,-81.4611056701,3.0,53,1,"Diners, Italian, American (New), Restaurants, Breakfast & Brunch",,"{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
4412,G1_eRH_fu7VKu87hZFF4jw,Fusion Bistro Sushi & Sake,6000 Universal Blvd,32819,28.4737673752,-81.4649949968,3.0,53,1,"Restaurants, Sushi Bars",u'no',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',False
4423,etWIpxCrssa4td5lNwrcdQ,Napoli Italian Pizzeria,3928 S Semoran Blvd,32822,28.50386,-81.312748,3.5,85,1,"Italian, Restaurants, Pizza, Sandwiches, Chicken Wings, Salad",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',True
4468,pF4GK7XGWssaSXwSgVY8lw,Tasty Wok,1237 E Colonial Dr,32803,28.5534127,-81.3629927,4.0,490,1,"Restaurants, Soup, Noodles, Chinese, Cantonese, Barbeque",u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'none',None,'casual',None
4550,ufZddj_Wo51i7WKGKORl_g,Proccolino's Ristorante & Pizzeria,4080 S Goldenrod Rd,32822,28.4891549,-81.2858845,3.5,98,1,"Italian, Pizza, Restaurants, Salad",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,1.0,u'none',True,u'casual',True
4602,PySoEDAeoksJcVCJi8Sjzg,El Patron Mexican Restaurant & Cantina,12167 S Apopka Vineland Rd,32836,28.3885893,-81.50482,4.0,1338,1,"Food, Tacos, New Mexican Cuisine, Restaurants, Breakfast & Brunch, Spanish, Tex-Mex, Mexican",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',True
4624,aXgDfupEoIh3gD6RH-RY5g,Tin & Taco - College Park,2429 Edgewater Dr,32804,28.5733592,-81.3893245,4.5,58,1,"Salad, Nightlife, Mexican, Tacos, Bars, Beer Bar, Restaurants",,"{'garage': True, 'street': None, 'validated': False, 'lot': None, 'valet': False}",True,False,True,,u'beer_and_wine',True,,True
4671,Yf7ZOFsQwAmw2ya5LYaABQ,Duffy's Sports Grill,4158 Conroy Rd,32839,28.4904688129,-81.4300772029,3.5,333,1,"American (Traditional), Nightlife, Burgers, Sports Bars, Restaurants, Bars",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,'casual',True
4673,GeHj7Thq19CE9T8sQBSw2g,China Jade Buffet Mongolian Grill,819 Herndon Ave,32803,28.5558803,-81.337142,3.0,9,0,"Restaurants, Chinese",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',False
4681,paHbKmPjwirnIP7esoTPCQ,Vanbarry's Public House,4120 S Orange Ave,32806,28.4977333,-81.3760972,4.0,407,1,"Cocktail Bars, American (New), Arts & Entertainment, Sandwiches, Restaurants, Nightlife, Bars, Music Venues",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,True,True,2.0,u'full_bar',True,u'casual',False
4726,xXcsejRYjyWBh3e-eGGo4w,Contemporary Grounds,4600 N World Dr,32830,28.4146307182,-81.5743974491,3.5,10,1,"Coffee & Tea, Bakeries, Cafes, Food, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,2.0,u'none',True,u'casual',False
4748,o4fqO8VGY0e3w8RX70HG3A,Papa John's Pizza,10727 Narcoossee Rd.,32832,28.4118181,-81.2415143,2.5,11,1,"Pizza, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
4777,ph3OKXwCWeT41vTK5SDaQg,La Hacienda,11242 S Orange Blossom Trl,32837,28.401313,-81.406138,4.0,6,1,"Mexican, Restaurants",,,True,False,True,2.0,,True,'casual',
4784,8xbSg5zjg9Z92hPjEsXy4w,Pizza Hut,2153 Americana Blvd,32839,28.4882808,-81.408133,1.0,22,1,"Chicken Wings, Italian, Pizza, Restaurants",'no',,True,False,True,1.0,,True,,True
4864,XxixtrEXLI9Rr1Ojaq70Zw,The Waterfront,4201 S Orange Ave,32806,28.4974486,-81.3752352,4.0,224,1,"Breakfast & Brunch, American (Traditional), Seafood, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',None,'casual',None
4904,afY2kA4zwNKiI0sSprgJsQ,NYPD Pizza,2589 S Hiawassee Rd,32835,28.5142046,-81.4853391,4.0,158,1,"Pizza, Italian, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',True
4947,w2AXBahwW_24wcJcspFsXg,New York Harvest Cafe& Smoothies Inc.,"200 Et Robinson St, Ste 240",32801,28.5453809,-81.375405,4.5,7,0,"Cafes, Vegetarian, American (New), Restaurants, Halal, Food, Juice Bars & Smoothies",'free',,True,False,True,1.0,u'none',True,u'casual',False
4953,0AzLzHfOJgL7ROwhdww2ew,Renaissance Orlando at SeaWorld,6677 Sea Harbor Dr,32821,28.4117333957,-81.4684724808,3.5,290,1,"Hotels, Hotels & Travel, Restaurants, Event Planning & Services, Venues & Event Spaces",u'paid',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,3.0,u'full_bar',False,u'casual',False
5024,mW3Av1opvuUC76F2mfEnhA,Wawa,6500 W Sand Lake Rd,32819,28.4495610755,-81.466311922,3.5,58,1,"Gas Stations, Food, Automotive, Convenience Stores, Sandwiches, Restaurants, Coffee & Tea",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,1.0,,True,,True
5048,k8DuN7PJBW9_-z9VpQ6W4g,Wawa,8049 East Colonial Dr,32807,28.569088,-81.2783,4.0,22,1,"Food, Ice Cream & Frozen Yogurt, Salad, Fast Food, Restaurants, Automotive, Gas Stations, Convenience Stores, Sandwiches, Coffee & Tea",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,1.0,'beer_and_wine',True,'casual',True
5119,sfQPtnj1IkLfB5P2XmAkSA,Moe's Southwest Grill,7541 D West Sandlake Rd,32819,28.450763,-81.485182,3.0,29,0,"American (Traditional), Tex-Mex, Mexican, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',True
5173,4jW-ZDeCPIl9aXvTWcATlA,The Delaney Hotel,1315 S Orange Ave,32806,28.5260925298,-81.3761479798,5.0,15,1,"Hotels & Travel, Hotels, American (New), Event Planning & Services, Restaurants, Venues & Event Spaces",u'free',,True,True,,,,,,
5178,zNeUKQpxP-IKpYYVLRKxgg,Cilantro's Taqueria,1427 S Bumby Ave,32806,28.5245062388,-81.3514076538,4.5,218,1,"Tacos, Tex-Mex, Restaurants, Mexican, Street Vendors, Food, Soup",'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,'casual',False
5190,ChCHhUHIZdxpY9jxl3WIKg,Denny's,5825 International,32819,28.4628577655,-81.4598062634,3.0,83,1,"Diners, Breakfast & Brunch, Restaurants, American (Traditional)",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
5192,-bjdCwpumWJIE9BsqAdGzw,Jack's Place,9700 International Dr,32819,28.4299015,-81.4723534,4.5,61,1,"Restaurants, Steakhouses, Seafood, American (Traditional)",u'free',"{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}",True,True,True,3.0,u'full_bar',True,u'dressy',False
5194,xzNpwCvIKe2TfmvlEpw0IQ,BB King's Blues Club,"9101 International Dr, Ste 2230",32819,28.4320153,-81.4700925,3.5,368,1,"Music Venues, Jazz & Blues, American (Traditional), Nightlife, Restaurants, Arts & Entertainment, Soul Food",u'no',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,True,True,2.0,u'full_bar',True,u'casual',True
5268,XAnqx_t57DELG5w5hH-aRA,The Jolly Crab,2100 Whisper Lakes Blvd,32837,28.3969439225,-81.4051748743,5.0,39,0,"Cajun/Creole, Restaurants, Asian Fusion, Fish & Chips, Seafood",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,'casual',False
5308,9RC1L3PZ4fGlHco-25M0AA,Chuan Lu Garden,11891 E Colonial Dr,32826,28.567185,-81.205901,3.5,90,0,"Restaurants, Asian Fusion, Chinese, Seafood, Noodles",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,1.0,u'beer_and_wine',None,'casual',None
5346,Cu2nnGmYbhuAGMKGUQsd4Q,Uncle Henry's Country Kitchen,624 Wilks Ave,32809,28.473977,-81.36887,1.5,5,0,"American (Traditional), Southern, Restaurants",'no',,True,False,True,1.0,,True,'casual',False
5385,nSOAsKB7B6fvfcttEgjplQ,JMC Latin Food Market,4901 E Colonial Dr,32803,28.5539301257,-81.324420087,4.0,5,1,"Dominican, Caribbean, Restaurants, Puerto Rican, Spanish",u'free',,True,,,1.0,,True,,True
5386,w6OVXlNqhmy3zYj-3q26Yg,Kim Wu Chinese,4904 S Kirkman Rd,32811,28.4911828037,-81.4597110013,4.0,394,0,"Soup, Chinese, Restaurants, Seafood",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',None,'casual',None
5504,RP_U_TyolABy3eYuRC8QpQ,Ming Court,9188 International Dr,32819,28.431562,-81.471549,3.0,325,0,"Asian Fusion, Chinese, Dim Sum, Event Planning & Services, Caterers, Cantonese, Party & Event Planning, Sushi Bars, Restaurants, Venues & Event Spaces",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
5530,f3teByaeIKPTYetAawUtxg,Café Pinar,"730 W Sand Lake Rd, Ste 30",32809,28.4500355797,-81.3879469963,4.5,167,1,"Restaurants, Breakfast & Brunch, Cuban, Latin American",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,'none',True,u'casual',True
5606,Fg1DIY00ZxcyHpf_oh9wBg,Korean BBQ Taco Box 3,"Cheveron Gas Station Parking lot, 1601 E Colonial Dr",32803,28.553398,-81.359936,4.0,17,0,"Restaurants, Food Stands",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',False
5609,PYBBde8mfx36Fq4n936b_w,Eden's Fresh,500 E Central Blvd,32801,28.5421035709,-81.3712624176,4.0,29,1,"Salad, Sandwiches, American (New), Restaurants",u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,'casual',True
5628,A1Ivpjz0qeU7ygRUu97FgQ,Subway,"455 N Alafaya Trl, Room M10",32828,28.5534031,-81.2028809,3.5,9,0,"Restaurants, Sandwiches, Fast Food",'free',,True,False,True,1.0,'none',True,'casual',False
5684,LLDyzDBD69jWmhRRX1i5xA,Little Caesars Pizza,"6601 Old Winter Garden Rd, Ste 105",32835,28.5396302,-81.4743696,3.5,10,1,"Pizza, Restaurants",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,1.0,'none',True,'casual',
5699,IrKVArYXxvJ1oSFJHGNB3w,Duffy's Subs,10042 University Blvd,32817,28.597289,-81.243492,4.5,14,0,"Cheesesteaks, Burgers, Delis, Sandwiches, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
5776,CqJA4LD9OhoDAiyiqQHLhg,China Jade,7308 International Dr,32819,28.4555148,-81.4713668,2.0,20,0,"Chinese, Restaurants",u'no',,True,True,True,2.0,u'full_bar',True,u'casual',
5808,k5yMyr4TGukaPcz3F2To0A,Marcelo's Bistro,1500 Sand Lake Rd,32809,28.4449212933,-81.3955700397,3.5,8,1,"Food, American (New), Restaurants",'paid',,True,True,True,2.0,,True,'casual',False
5835,p1A48P7yWTYsOwKoYl25ww,Stonington's Seafood,2316 S Kirkman Rd,32811,28.5165769,-81.4599495,4.0,180,1,"Sandwiches, Seafood, Restaurants",'no',"{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}",True,False,True,1.0,'none',True,u'casual',False
5860,7IYR04BCuFaCdVn2vIYiRw,Nature's Table,8001 S Orange Blossom Trl,32809,28.446036,-81.395461,3.5,11,1,"Vegetarian, Restaurants",u'no',,True,False,True,1.0,u'none',True,u'casual',True
5873,LPa3rpKsApYeiQL_qxZ_jA,The Wave... of American Flavors,4600 N World Dr,32830,28.414871,-81.574364,3.5,348,1,"American (New), Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
5939,2TXf9KAC1tNjtvxB9n9Vmw,Mi Casa Tequila Taqueria,9939 Universal Blvd,32819,28.425776,-81.4349848,4.0,91,1,"Mexican, Restaurants",'free',"{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}",True,True,True,2.0,'full_bar',True,u'casual',False
5963,FX6hd5ppyK7HvQg2yOrHXA,Flippers Pizzeria,80 W Grant St,32806,28.5159190049,-81.378384276,3.5,88,1,"Food, Pizza, Sandwiches, Restaurants",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',True
6033,4zNRCrIRR4r3MjD1lyF_Bw,Chick-fil-A,4200 Conroy Rd,32839,28.485384,-81.432051,4.5,36,1,"Caterers, Event Planning & Services, Desserts, Restaurants, Food, Fast Food",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,'none',True,'casual',False
6070,tCZoMAPrsdHcNHUhRkeQUg,Turkey Lake Service Station,4110 Florida's Tpke,32835,28.5145791645,-81.4992641627,3.5,30,1,"Automotive, Gas Stations, Event Planning & Services, Hotels & Travel, Restaurants, Hotels, Rest Stops, Fast Food",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,1.0,,,,
6099,XJbx6Yaib9XM_wa0furLzw,The Hangar Bar & Grille,"2305 Edgewater Dr, Ste H",32804,28.5725812109,-81.3892699834,2.5,33,0,"Nightlife, American (New), Restaurants, Comfort Food, Bars, Pubs",u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
